75764,Gallatin,Cherokee County,187
75765,Hawkins,Wood County,"7,157"
75765,Hawkins,Wood County,"7,157"
75766,Jacksonville,Cherokee County,"26,925"
75766,Jacksonville,Cherokee County,"26,925"
75770,Larue,Henderson County,"2,925"
75770,Larue,Henderson County,"2,925"
75771,Lindale,Smith County,"21,310"
75771,Lindale,Smith County,"21,310"
75773,Mineola,Wood County,"14,523"
75773,Mineola,Wood County,"14,523"
75778,Murchison,Henderson County,"2,947"
75778,Murchison,Henderson County,"2,947"
75779,Neches,Anderson County,128
75779,Neches,Anderson County,128
75780,New Summerfield,Cherokee County,216
75780,New Summerfield,Cherokee County,216
75783,Quitman,Wood County,"7,942"
75783,Quitman,Wood County,"7,942"
75784,Reklaw,Cherokee County,774
75784,Reklaw,Cherokee County,774
75785,Rusk,Cherokee County,"11,357"
75785,Rusk,Cherokee County,"11,357"
75788,Sacul,Nacogdoches County,23
75788,Sacul,Nacogdoches County,23
75789,Troup,Smith County,"7,806"
75789,Troup,Smith County,"7,806"
75790,Van,Van Zandt County,"3,864"
75790,Van,Van Zandt County,"3,864"
75791,Whitehouse,Smith County,"13,562"
75791,Whitehouse,Smith County,"13,562"
75792,Winona,Smith County,"3,002"
75792,Winona,Smith County,"3,002"
75801,Palestine,Anderson County,"16,244"
75801,Palestine,Anderson County,"16,244"
75803,Palestine,Anderson County,"21,928"
75803,Palestine,Anderson County,"21,928"
75831,Buffalo,Leon County,"5,529"
75831,Buffalo,Leon County,"5,529"
75832,Cayuga,Anderson County,107
75832,Cayuga,Anderson County,107
75833,Centerville,Leon County,"2,944"
75833,Centerville,Leon County,"2,944"
75835,Crockett,Houston County,"11,086"
75835,Crockett,Houston County,"11,086"
75838,Donie,Freestone County,639
75838,Donie,Freestone County,639
75839,Elkhart,Anderson County,"5,927"
75839,Elkhart,Anderson County,"5,927"
75840,Fairfield,Freestone County,"6,340"
75840,Fairfield,Freestone County,"6,340"
75844,Grapeland,Houston County,"5,968"
75844,Grapeland,Houston County,"5,968"
75845,Groveton,Trinity County,"2,926"
75845,Groveton,Trinity County,"2,926"
75846,Jewett,Leon County,"2,957"
75846,Jewett,Leon County,"2,957"
75847,Kennard,Houston County,"1,843"
75847,Kennard,Houston County,"1,843"
75848,Kirvin,Freestone County,137
75848,Kirvin,Freestone County,137
75849,Latexo,Houston County,67
75849,Latexo,Houston County,67
75850,Leona,Leon County,796
75850,Leona,Leon County,796
75851,Lovelady,Houston County,"4,954"
75851,Lovelady,Houston County,"4,954"
75852,Midway,Madison County,"4,017"
75852,Midway,Madison County,"4,017"
75853,Montalba,Anderson County,466
75853,Montalba,Anderson County,466
75855,Oakwood,Leon County,"3,078"
75855,Oakwood,Leon County,"3,078"
75856,Pennington,Trinity County,215
75856,Pennington,Trinity County,215
75858,Ratcliff,Houston County,
75858,Ratcliff,Houston County,
75859,Streetman,Freestone County,"2,134"
75859,Streetman,Freestone County,"2,134"
75860,Teague,Freestone County,"6,516"
75860,Teague,Freestone County,"6,516"
75861,Tennessee Colony,Anderson County,"9,126"
75861,Tennessee Colony,Anderson County,"9,126"
75862,Trinity,Trinity County,"10,176"
75862,Trinity,Trinity County,"10,176"
